FILE NUMBER,FIELD,TYPE,GLOBAL REFERENCE,SET,KILL,Valid,Set,Read,Kill,Comments
55.07,0.02,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(702)) KILL^PSGAL5:PSGAL(702)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(702)=X,PSGAL(""C"")=6000,PSGALFF=.02,PSGALFN=55.07 D ^PSGAL5",1,,,,
55.07,0.05,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(705)) KILL^PSGAL5:PSGAL(705)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(705)=X,PSGAL(""C"")=6000,PSGALFF=.05,PSGALFN=55.07 D ^PSGAL5",1,,,,
55.07,0.06,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(706)) KILL^PSGAL5:PSGAL(706)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(706)=X,PSGAL(""C"")=6000,PSGALFF=.06,PSGALFN=55.07 D ^PSGAL5",1,,,,
55.07,0.07,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(707)) KILL^PSGAL5:PSGAL(707)=X K PSGAL,"I '$D(PSGRET),'$D(DIU(0)),'$D(PSGPO) S PSGAL(707)=X,PSGAL(""C"")=6000,PSGALFF=.07,PSGALFN=55.07 D ^PSGAL5",1,,,,
55.07,0.08,MUMPS,,"I '$D(DIU(0)),X D EN^PSGAMSA(DA(2),DA(1),DA,4)",,1,,,,
55.07,0.09,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(709)) KILL^PSGAL5:PSGAL(709)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(709)=X,PSGAL(""C"")=6000,PSGALFF=.09,PSGALFN=55.07 D ^PSGAL5",1,,,,
55.07,0.09,MUMPS,,"I '$D(DIU(0)),X D EN^PSGAMSA(DA(2),DA(1),DA,2)",,1,,,,
55.07,0.1,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(710)) KILL^PSGAL5:PSGAL(710)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(710)=X,PSGAL(""C"")=6000,PSGALFF=.1,PSGALFN=55.07 D ^PSGAL5",1,,,,
55.07,0.11,MUMPS,,"I '$D(DIU(0)),X D EN^PSGAMSA(DA(2),DA(1),DA,3)",,1,,,,
55.07,0.12,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(712)) KILL^PSGAL5:PSGAL(712)=X K PSGAL,"I '$D(PSGPEN),'$D(DIU(0)),'$D(PSGPO) S PSGAL(712)=X,PSGAL(""C"")=6000,PSGALFF=.12,PSGALFN=55.07 D ^PSGAL5",1,,,,
55.09,0.01,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(35)) KILL^PSGAL5:PSGAL(35)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(35)=X,PSGAL(""C"")=6000,PSGALFF=.01,PSGALFN=55.09 D ^PSGAL5",1,,,,
55.09,1,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(36)) KILL^PSGAL5:PSGAL(36)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(36)=X,PSGAL(""C"")=6000,PSGALFF=1,PSGALFN=55.09 D ^PSGAL5",1,,,,
55.09,2,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(37)) KILL^PSGAL5:PSGAL(37)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(37)=X,PSGAL(""C"")=6000,PSGALFF=2,PSGALFN=55.09 D ^PSGAL5",1,,,,
55.09,3,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(78)) KILL^PSGAL5:PSGAL(78)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(78)=X,PSGAL(""C"")=6000,PSGALFF=3,PSGALFN=55.09 D ^PSGAL5",1,,,,
55.09,4,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(79)) KILL^PSGAL5:PSGAL(79)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(79)=X,PSGAL(""C"")=6000,PSGALFF=4,PSGALFN=55.09 D ^PSGAL5",1,,,,
55.11,0.01,MUMPS,,"Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.11,PSIVF2=.01 D ENTO^PSIVAL","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.11,PSIVF2=.01 D ENFR^PSIVAL",1,,,,
55.11,1,MUMPS,,"Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.11,PSIVF2=1 D ENTO^PSIVAL","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.11,PSIVF2=1 D ENFR^PSIVAL",1,,,,
56,1,MUMPS,,"N ZZZ S ZZZ=$P(^PS(56,DA,0),""^"",3) I ZZZ S ^PS(56,""AE"",X,ZZZ,DA)="""",^PS(56,""AE"",ZZZ,X,DA)=""""","N ZZZ S ZZZ=$P(^PS(56,DA,0),""^"",3) I ZZZ K ^PS(56,""AE"",X,ZZZ,DA),^PS(56,""AE"",ZZZ,X,DA)",1,,,,
56,2,MUMPS,,"N ZZZ S ZZZ=$P(^PS(56,DA,0),""^"",2) I ZZZ S ^PS(56,""AE"",X,ZZZ,DA)="""",^PS(56,""AE"",ZZZ,X,DA)=""""","N ZZZ S ZZZ=$P(^PS(56,DA,0),""^"",2) I ZZZ K ^PS(56,""AE"",X,ZZZ,DA),^PS(56,""AE"",ZZZ,X,DA)",1,,,,
57.5,0.01,MUMPS,,"I '$D(PSGINITF) S ^PS(57.5,""ATNC"")=$S($D(^PS(59.7,1,20)):$P(^(20),""^""),1:"""")",,1,,,,
57.5,3,MUMPS,,"I $E(X)=""P"",$D(^PS(57.5,DA,0)) S ^PS(57.5,""AP"",$P(^(0),""^""),DA)=""""","I $D(^PS(57.5,DA,0)) K ^PS(57.5,""AP"",$P(^(0),""^""),DA)",1,,,,
57.51,0.01,MUMPS,,"I $D(^PS(57.5,DA(1),0)),$P(^(0),""^"",2)=""P"" S ^PS(57.5,""AB"",$E(X,1,30),DA(1),DA)=""""","K ^PS(57.5,""AB"",$E(X,1,30),DA(1),DA)",1,,,,
57.51,0.01,MUMPS,,"S ^PS(57.5,""AC"",DA(1),X)=""""","K ^PS(57.5,""AC"",DA(1),X)",1,,,,
57.702,0.01,MUMPS,,"S ^PS(57.7,""AWRT"",DA(2),X,DA(1),DA)=""""","K ^PS(57.7,""AWRT"",DA(2),X,DA(1),DA)",1,,,,
58.1,6,TRIGGER,,Q,"K DIV S DIV=X,D0=DA,DIV(0)=D0 S Y(1)=$S($D(^PSI(58.1,D0,0)):^(0),1:"""") S X=$P(Y(1),U,6),X=X S DIU=X K Y S X="""" S DIH=$S($D(^PSI(58.1,DIV(0),0)):^(0),1:""""),DIV=X S $P(^(0),U,6)=DIV,DIH=58.1,DIG=7 D ^DICR:$N(^DD(DIH,DIG,1,0))>0",1,,,,
58.11,30,MUMPS,,"S ^PSI(58.1,DA(1),1,DA,""I"",X)=""""","K ^PSI(58.1,DA(1),1,DA,""I"",X)",1,,,,
58.11,35,MUMPS,,"S PSGWDRUG=+^PSI(58.1,DA(1),1,DA,0),^PSI(58.1,""AEXP"",$E(X,1,30),PSGWDRUG,DA(1))=
"""" K PSGWDRUG","S PSGWDRUG=+^PSI(58.1,DA(1),1,DA,0) K ^PSI(58.1,""AEXP"",$E(X,1,30),PSGWDRUG,DA(1)),PSGWDRUG",1,,,,
58.12,4,MUMPS,,Q:$D(PSGWV)  D QD^PSGWUTL,Q:$D(PSGWV)  D KQD^PSGWUTL,1,,,,
58.12,4,MUMPS,,Q:$D(PSGWV)  D QDERR^PSGWUTL,Q:$D(PSGWV)  D KQDERR^PSGWUTL,1,,,,
58.15,1,MUMPS,,Q:$D(PSGWV)  D RET^PSGWUTL,Q:$D(PSGWV)  D KRET^PSGWUTL,1,,,,
58.15,1,MUMPS,,Q:$D(PSGWV)  D RETERR^PSGWUTL,Q:$D(PSGWV)  D KRETERR^PSGWUTL,1,,,,
58.21,0.01,MUMPS,,"S ^PSI(58.2,""WS"",DA(1),$E(X,1,30))=""""","K ^PSI(58.2,""WS"",DA(1),$E(X,1,30))",1,,,,
58.26,0.01,MUMPS,,"I $D(^PSI(58.1,DA(2),1,DA(1),0)),^(0) D INACT^PSGWUTL I $D(PSGWFLG) S ^PSI(58.1,""D"",+^(0),DA,DA(2))="""" K PSGWFLG","I $D(^PSI(58.1,DA(2),1,DA(1),0)),^(0) K ^PSI(58.1,""D"",+^(0),DA,DA(2))",1,,,,
58.28,1,MUMPS,,Q:$D(PSGWV)  D OD^PSGWUTL,Q:$D(PSGWV)  D KOD^PSGWUTL,1,,,,
58.28,1,MUMPS,,Q:$D(PSGWV)  D ODERR^PSGWUTL,Q:$D(PSGWV)  D KODERR^PSGWUTL,1,,,,
58.29,0.01,MUMPS,,"S ^PSI(58.2,""CS"",DA(1),$E(X,1,30))=""""","K ^PSI(58.2,""CS"",DA(1),$E(X,1,30))",1,,,,
58.52,2,MUMPS,,"I X=1 S ^PSI(58.5,""AEX"",DA(2),DA(1),DA)=""""","K ^PSI(58.5,""AEX"",DA(2),DA(1),DA)",1,,,,
58.8,1,MUMPS,,D SASITE1^PSDUTL,D KASITE1^PSDUTL,1,,,,
58.8,2,MUMPS,,D SASITE^PSDUTL,D KASITE^PSDUTL,1,,,,
58.8001,11,MUMPS,,"S ^PSD(58.8,""AEXP"",$E(X,1,30),DA,DA(1))=""""","K ^PSD(58.8,""AEXP"",$E(X,1,30),DA,DA(1))",1,,,,
58.8001,13,MUMPS,,"S ^PSD(58.8,DA(1),1,DA,""I"",X)=""""","K ^PSD(58.8,DA(1),1,DA,""I"",X) D DELR^PSDUTL",1,,,,
58.800115,0.01,MUMPS,,"I $D(^PSD(58.8,DA(2),1,DA(1),0)),^(0) D INACT^PSDUTL I $D(PSDFLAG) S ^PSD(58.8,""D"",+^(0),DA,DA(2))="""" K PSDFLAG","I $D(^PSD(58.8,DA(2),1,DA(1),0)),^(0) K ^PSD(58.8,""D"",+^(0),DA,DA(2))",1,,,,
58.800118,9,MUMPS,,"S ^PSD(58.8,""AEXPO"",$E(X,1,30),DA(1),DA(2),DA)=""""","K ^PSD(58.8,""AEXPO"",$E(X,1,30),DA(1),DA(2),DA)",1,,,,
58.800118,10,MUMPS,,"S ^PSD(58.8,""AC"",$E(X,1,30),DA(2),DA(1),DA)=""""","K ^PSD(58.8,""AC"",$E(X,1,30),DA(2),DA(1),DA)",1,,,,
58.81,1,MUMPS,,D SAFT^PSDUTL,D KAFT^PSDUTL,1,,,,
58.81,1,MUMPS,,D SACT1^PSDUTL1,D KACT1^PSDUTL1,1,,,,
58.81,2,MUMPS,,D SAFL^PSDUTL,D KAFL^PSDUTL,1,,,,
58.81,2,MUMPS,,D SACT2^PSDUTL1,D KACT2^PSDUTL1,1,,,,
58.81,2,MUMPS,,D SAEM2^PSDUTL5,D KAEM2^PSDUTL5,1,,,,
58.81,3,MUMPS,,D SAF^PSDUTL,D KAF^PSDUTL,1,,,,
58.81,3,MUMPS,,D SACT^PSDUTL1,D KACT^PSDUTL1,1,,,,
58.81,3,MUMPS,,D SAEM^PSDUTL5,D KAEM^PSDUTL5,1,,,,
58.81,4,MUMPS,,D SACT3^PSDUTL1,D KACT3^PSDUTL1,1,,,,
58.81,4,MUMPS,,D SAEM3^PSDUTL5,D KAEM3^PSDUTL5,1,,,,
58.81,10,MUMPS,,D SAD^PSDUTL,D KAD^PSDUTL,1,,,,
58.81,11,MUMPS,,D SAG^PSDUTL2,D KAG^PSDUTL2,1,,,,
58.81,17,MUMPS,,D SAD^PSDUTL1,D KAD^PSDUTL1,1,,,,
58.81,17,MUMPS,,D SAG1^PSDUTL2,D KAG1^PSDUTL2,1,,,,
58.81,17,MUMPS,,D SAK1^PSDUTL4,D KAK1^PSDUTL4,1,,,,
58.81,21,MUMPS,,D SAK^PSDUTL4,D KAK^PSDUTL4,1,,,,
58.81,34,MUMPS,,D SACT4^PSDUTL1,D KACT4^PSDUTL1,1,,,,
58.81,37,MUMPS,,D SACT7^PSDUTL3,D KACT7^PSDUTL3,1,,,,
58.81,48,MUMPS,,D SACT5^PSDUTL1,D KACT5^PSDUTL1,1,,,,
58.81,55,MUMPS,,D SACT6^PSDUTL1,D KACT6^PSDUTL1,1,,,,
58.81,71,MUMPS,,"I $P($G(^PSD(58.81,DA,8)),U,2)="""" S ^PSD(58.81,""PV"",X,DA)=""""","I $P($G(^PSD(58.81,DA,8)),U,2)="""" K ^PSD(58.81,""PV"",X,DA)",1,,,,
58.81,85,MUMPS,,D SAEM1^PSDUTL5,D KAEM1^PSDUTL5,1,,,,
58.811,0.01,MUMPS,,D SETAORD^PSAUTL3,D KILLAORD^PSAUTL3,1,,,,
58.8112,0.01,MUMPS,,"S ^PSD(58.811,""AORD"",$P($G(^PSD(58.811,DA(1),0)),""^""),X,DA(1),DA)=""""","K ^PSD(58.811,""AORD"",$P($G(^PSD(58.811,DA(1),0)),""^""),X,DA(1),DA)",1,,,,
58.8112,1,MUMPS,,D SLOCDT^PSAUTL3,D KLOCDT^PSAUTL3,1,,,,
58.8112,4,MUMPS,,D SLOC^PSAUTL3,D KLOC^PSAUTL3,1,,,,
58.8112,13,MUMPS,,D SLOC^PSAUTL3,D KLOC^PSAUTL3,1,,,,
58.85,1,MUMPS,,D SAW1^PSDUTL1,D KAW1^PSDUTL1,1,,,,
58.85,4,MUMPS,,D REQ^PSDUTL,D KREQ^PSDUTL,1,,,,
58.85,6,MUMPS,,D STAT^PSDUTL,D KSTAT^PSDUTL,1,,,,
58.85,13,MUMPS,,D SAW^PSDUTL1,D KAW^PSDUTL1,1,,,,
58.86,1,MUMPS,,D SAC1^PSDUTL3,D KAC1^PSDUTL3,1,,,,
58.86,6,MUMPS,,D SAC2^PSDUTL3,D KAC2^PSDUTL3,1,,,,
58.86,6,MUMPS,,D SAD2^PSDUTL3,D KAD2^PSDUTL3,1,,,,
58.86,10,MUMPS,,D SAC^PSDUTL3,D KAC^PSDUTL3,1,,,,
58.86,10,MUMPS,,D SAD^PSDUTL3,D KAD^PSDUTL3,1,,,,
58.86,13,MUMPS,,D SAD1^PSDUTL3,D KAD1^PSDUTL3,1,,,,
58.87,1,MUMPS,,D SAC^PSDUTL2,D KAC^PSDUTL2,1,,,,
58.87,11,MUMPS,,D SAC1^PSDUTL2,D KAC1^PSDUTL2,1,,,,
58.87,12,MUMPS,,D SAC2^PSDUTL2,D KAC2^PSDUTL2,1,,,,
58.89,2,MUMPS,,D SAD^PSDUTL4,D KAD^PSDUTL4,1,,,,
58.89,4,MUMPS,,D SAE^PSDUTL4,D KAE^PSDUTL4,1,,,,
58.89,6,MUMPS,,D SAD1^PSDUTL4,D KAD1^PSDUTL4,1,,,,
58.89,6,MUMPS,,D SAE1^PSDUTL4,D KAE1^PSDUTL4,1,,,,
59.4,0.01,MUMPS,,"I '$D(PSGINITF) S ^PS(59.4,""AUPLK"")=$S($D(^PS(59.7,1,20)):$P(^(20),""^""),1:"""")",,1,,,,
59.4,0.01,MUMPS,,"S ^PS(59.4,""APLFC"")=$S($D(^PS(59.7,1,20)):$P(^(20),""^""),1:"""")",,1,,,,
59.52,0.01,MUMPS,,"S ^PS(59.5,DA(1),3,""AT"",+("".""_X),DA)=""""","K ^PS(59.5,DA(1),3,""AT"",+("".""_X),DA)",1,,,,
59.7,40.21,MUMPS,,"S ^PS(59.7,""AOTH"",""SECONDS"",X)=""""","K ^PS(59.7,""AOTH"",""SECONDS"",X)",1,,,,
59.7,40.22,MUMPS,,"S ^PS(59.7,""AOTH"",""MINUTES"",X)=""""","K ^PS(59.7,""AOTH"",""MINUTES"",X)",1,,,,
59.7,40.23,MUMPS,,"S ^PS(59.7,""AOTH"",""DAYS"",X)=""""","K ^PS(59.7,""AOTH"",""DAYS"",X)",1,,,,
59.7,40.24,MUMPS,,"S ^PS(59.7,""AOTH"",""WEEKS"",X)=""""","K ^PS(59.7,""AOTH"",""WEEKS"",X)",1,,,,
59.7,40.25,MUMPS,,"S ^PS(59.7,""AOTH"",""HOURS"",X)=""""","K ^PS(59.7,""AOTH"",""HOURS"",X)",1,,,,
59.7,40.26,MUMPS,,"S ^PS(59.7,""AOTH"",""MONTHS"",X)=""""","K ^PS(59.7,""AOTH"",""MONTHS"",X)",1,,,,
59.7,40.27,MUMPS,,"S ^PS(59.7,""AOTH"",""AND"",X)=""""","K ^PS(59.7,""AOTH"",""AND"",X)",1,,,,
59.7,40.28,MUMPS,,"S ^PS(59.7,""AOTH"",""THEN"",X)=""""","K ^PS(59.7,""AOTH"",""THEN"",X)",1,,,,
59.7,40.29,MUMPS,,"S ^PS(59.7,""AOTH"",""EXCEPT"",X)=""""","K ^PS(59.7,""AOTH"",""EXCEPT"",X)",1,,,,
59.7,40.3,MUMPS,,"S ^PS(59.7,""AOTH"",""ONE"",X)=""""","K ^PS(59.7,""AOTH"",""ONE"",X)",1,,,,
59.7,40.31,MUMPS,,"S ^PS(59.7,""AOTH"",""TWO"",X)=""""","K ^PS(59.7,""AOTH"",""TWO"",X)",1,,,,
59.7,40.32,MUMPS,,"S ^PS(59.7,""AOTH"",""THREE"",X)=""""","K ^PS(59.7,""AOTH"",""THREE"",X)",1,,,,
59.7,40.33,MUMPS,,"S ^PS(59.7,""AOTH"",""FOUR"",X)=""""","K ^PS(59.7,""AOTH"",""FOUR"",X)",1,,,,
59.7,40.34,MUMPS,,"S ^PS(59.7,""AOTH"",""FIVE"",X)=""""","K ^PS(59.7,""AOTH"",""FIVE"",X)",1,,,,
59.7,40.35,MUMPS,,"S ^PS(59.7,""AOTH"",""SIX"",X)=""""","K ^PS(59.7,""AOTH"",""SIX"",X)",1,,,,
59.7,40.36,MUMPS,,"S ^PS(59.7,""AOTH"",""SEVEN"",X)=""""","K ^PS(59.7,""AOTH"",""SEVEN"",X)",1,,,,
59.7,40.37,MUMPS,,"S ^PS(59.7,""AOTH"",""EIGHT"",X)=""""","K ^PS(59.7,""AOTH"",""EIGHT"",X)",1,,,,
59.7,40.38,MUMPS,,"S ^PS(59.7,""AOTH"",""NINE"",X)=""""","K ^PS(59.7,""AOTH"",""NINE"",X)",1,,,,
59.7,40.39,MUMPS,,"S ^PS(59.7,""AOTH"",""TEN"",X)=""""","K ^PS(59.7,""AOTH"",""TEN"",X)",1,,,,
59.7,40.4,MUMPS,,"S ^PS(59.7,""AOTH"",""ONE-HALF"",X)=""""","K ^PS(59.7,""AOTH"",""ONE-HALF"",X)",1,,,,
59.7,40.41,MUMPS,,"S ^PS(59.7,""AOTH"",""ONE-FOURTH"",X)=""""","K ^PS(59.7,""AOTH"",""ONE-FOURTH"",X)",1,,,,
59.7,40.42,MUMPS,,"S ^PS(59.7,""AOTH"",""ONE-THIRD"",X)=""""","K ^PS(59.7,""AOTH"",""ONE-THIRD"",X)",1,,,,
59.7,40.43,MUMPS,,"S ^PS(59.7,""AOTH"",""TWO-THIRDS"",X)=""""","K ^PS(59.7,""AOTH"",""TWO-THIRDS"",X)",1,,,,
59.7,40.44,MUMPS,,"S ^PS(59.7,""AOTH"",""THREE-FOURTHS"",X)=""""","K ^PS(59.7,""AOTH"",""THREE-FOURTHS"",X)",1,,,,
59.7,40.45,MUMPS,,"S ^PS(59.7,""AOTH"",""FOR"",X)=""""","K ^PS(59.7,""AOTH"",""FOR"",X)",1,,,,
59.722,0.01,MUMPS,,"F Z=0:0 S Z=$O(^PS(59.7,DA(1),22,DA,1,Z)) Q:'Z  I $D(^(Z,0)),^(0) S ^PS(59.7,DA(1),22,""AFT"",X,+^(0))=""""","F Z=0:0 S Z=$O(^PS(59.7,DA(1),22,DA,1,Z)) Q:'Z  I $D(^(Z,0)),^(0) K ^PS(59.7,DA(1),22,""AFT"",X,+^(0))",1,,,,
59.7221,0.01,MUMPS,,"I $D(^PS(59.7,DA(2),22,DA(1),0)),^(0) S ^PS(59.7,DA(2),22,""AFT"",+^(0),X)=""""","I $D(^PS(59.7,DA(2),22,DA(1),0)),^(0) K ^PS(59.7,DA(2),22,""AFT"",+^(0),X)",1,,,,
59.723,0.01,MUMPS,,"F Z=0:0 S Z=$O(^PS(59.7,DA(1),23,DA,1,Z)) Q:'Z  I $D(^(Z,0)),$P(^(0),""^"")]"""" S ^PS(59.7,DA(1),23,""AFT"",X,$P(^(0),""^""))=""""","F Z=0:0 S Z=$O(^PS(59.7,DA(1),23,DA,1,Z)) Q:'Z  I $D(^(Z,0)),$P(^(0),""^"")]"""" K ^PS(59.7,DA(1),23,""AFT"",X,$P(^(0),""^""))",1,,,,
59.7231,0.01,MUMPS,,"I $D(^PS(59.7,DA(2),23,DA(1),0)),$P(^(0),""^"")]"""" S ^PS(59.7,DA(2),23,""AFT"",$P(^(0),""^""),X)=""""","I $D(^PS(59.7,DA(2),23,DA(1),0)),$P(^(0),""^"")]"""" K ^PS(59.7,DA(2),23,""AFT"",$P(^(0),""^""),X)",1,,,,
60,0.01,MUMPS,,"N TEST S TEST=DA N DA,DIE,DIC,DE,DW,DH,DS,DO,DD D UPD^LR7OV0(TEST)","N TEST S TEST=DA N DA,DIE,DIC,DE,DW,DH,DS,DO,DD D UPD^LR7OV0(TEST)",1,,,,
60,1,MUMPS,,"N TEST S TEST=DA N DA,DIE,DIC,DE,DW,DH,DS,DO,DD D UPD^LR7OV0(TEST)","N TEST S TEST=DA N DA,DIE,DIC,DE,DW,DH,DS,DO,DD D UPD^LR7OV0(TEST)",1,,,,
60,3,MUMPS,,"N TEST S TEST=DA N DA,DIE,DIC,DE,DW,DH,DS,DO,DD D UPD^LR7OV0(TEST)","N TEST S TEST=DA N DA,DIE,DIC,DE,DW,DH,DS,DO,DD D UPD^LR7OV0(TEST)",1,,,,
60,4,MUMPS,,"N TEST S TEST=DA N DA,DIE,DIC,DE,DW,DH,DS,DO,DD D UPD^LR7OV0(TEST)","N TEST S TEST=DA N DA,DIE,DIC,DE,DW,DH,DS,DO,DD D UPD^LR7OV0(TEST)",1,,,,
60,64,MUMPS,,"S ^LAB(60,""AD"",DA,$E(X,1,30))=""""","K ^LAB(60,""AD"",DA,$E(X,1,30))",1,,,,
60,64,MUMPS,,"N TEST S TEST=DA N DA,DIE,DIC,DE,DW,DH,DS,DO,DD D UPD^LR7OV0(TEST)","N TEST S TEST=DA N DA,DIE,DIC,DE,DW,DH,DS,DO,DD D UPD^LR7OV0(TEST)",1,,,,
60,64.1,MUMPS,,"S ^LAB(60,""AE"",$P($G(^LAM(X,0)),U,2),DA)=""""","K ^LAB(60,""AE"",$P($G(^LAM(X,0)),U,2),DA)",1,,,,
60.01,95.3,MUMPS,,"S ^LAB(60,""AG"",DA(1),DA,$E(X,1,30))=""""","K ^LAB(60,""AG"",DA(1),DA,$E(X,1,30))",1,,,,
60.1,0.01,MUMPS,,"N TEST S TEST=DA(1) N DA,DIE,DIC,DE,DW,DH,DS,DO,DD D UPD^LR7OV0(TEST)","N TEST,KSYN S TEST=DA(1),KSYN=DA N DA,DIE,DIC,DE,DW,DH,DS,DO,DD D UPD2^LR7OV0(TEST,KSYN)",1,,,,
60.2,0.01,MUMPS,,"S ^LAB(60,DA(2),1,""AC"",$E(X,1,30),DA(1),DA)=""""","K ^LAB(60,DA(2),1,""AC"",$E(X,1,30),DA(1),DA)",1,,,,
62.05,4,MUMPS,,"S ^LAB(62.05,""HL7"",$P(^LAB(64.061,X,0),U,3),DA)=""""","K ^LAB(62.05,""HL7"",$P(^LAB(64.061,X,0),U,3),DA)",1,,,,
62.06,1,MUMPS,,D BUGNODE^LRMIXR1,"K ^LAB(62.06,""AJ"",+X)",1,,,,
62.06,1,MUMPS,,D BUGNODE^LRMIXR2,"K ^LAB(62.06,""AS"",+X)",1,,,,
62.06,1,MUMPS,,D BUGNODE^LRMIXR3,"K ^LAB(62.06,""AI"",+X)",1,,,,
62.06,1,MUMPS,,D ^LRMIXALL,D ^LRMIXALL,1,,,,
62.06,5,MUMPS,,"S ^LAB(62.06,""C"",$P(^DD(63.3,X,0),U,1),DA)=""""","K ^LAB(62.06,""C"",$P(^DD(63.3,X,0),U,1),DA)",1,,,,
62.06,7,MUMPS,,"I $L($P(^LAB(62.06,DA,0),U,2)) S ^LAB(62.06,""AS"",+$P(^(0),U,2))=X",,1,,,,
62.061,0.01,MUMPS,,"S ^LAB(62.06,DA(1),1,""B"",X,DA)=""""","K ^LAB(62.06,DA(1),1,""B"",X,DA)",1,,,,
62.061,0.01,MUMPS,,"I $L($P(^LAB(62.06,DA(1),0),U,2)),$L($P(^LAB(62.06,DA(1),1,DA,0),U,2)) S ^LAB(62.06,""AI"",+$P(^LAB(62.06,DA(1),0),U,2),X)=$P(^LAB(62.06,DA(1),1,DA,0),U,2)","I $L($P(^LAB(62.06,DA(1),0),U,2)) K ^LAB(62.06,""AI"",+$P(^LAB(62.06,DA(1),0),U,2),X)",1,,,,
62.061,0.01,MUMPS,,"I $L($P(^LAB(62.06,DA(1),0),U,2)) S ^LAB(62.06,""AJ"",+$P(^(0),U,2),X)=""""","I $L($P(^LAB(62.06,DA(1),0),U,2)) S K9=$P(^(0),U,2) K ^LAB(62.06,""AJ"",K9,X)",1,,,,
62.061,1,MUMPS,,"I $L($P(^LAB(62.06,DA(1),0),U,2)) S ^LAB(62.06,""AJ"",+$P(^(0),U,2),X)=""""",D KINT^LRMIXR1,1,,,,
62.061,1,MUMPS,,"I $L($P(^LAB(62.06,DA(1),0),U,2)) S ^LAB(62.06,""AI"",+$P(^LAB(62.06,DA(1),0),U,2),$P(^LAB(62.06,DA(1),1,DA,0),U))=X","I $L($P(^LAB(62.06,DA(1),0),U,2)) K ^LAB(62.06,""AI"",+$P(^LAB(62.06,DA(1),0),U,2),$P(^LAB(62.06,DA(1),1,DA,0),U))",1,,,,
62.07,5,MUMPS,,"S ^LAB(""X"",X)=^LAB(62.07,DA,.1)","K ^LAB(""X"",X)",1,,,,
62.08,0.01,MUMPS,,D ^LRMIXALL,"D KALT^LRMIXR2,^LRMIXALL",1,,,,
62.08,1,MUMPS,,D ALTO^LRMIXR2,D KALT^LRMIXR2,1,,,,
62.08,2,MUMPS,,D ALTS^LRMIXR2,D KALT^LRMIXR2,1,,,,
62.091,0.01,MUMPS,,D ALT^LRMIXR3,D KALT^LRMIXR3,1,,,,
62.091,0.01,MUMPS,,"I $L($P(^LAB(62.06,DA(2),0),U,2)) S ^LAB(62.06,""AJ"",+$P(^(0),U,2),X)=""""",D KAINT^LRMIXR1,1,,,,
62.091,1,MUMPS,,D ALTO^LRMIXR3,D KALT^LRMIXR3,1,,,,
62.091,2,MUMPS,,D ALTS^LRMIXR3,D KALT^LRMIXR3,1,,,,
62.3,0.01,MUMPS,,"S LRDPF=""62.3^LAB(62.3,"",DFN=DA,PDIC=DIC,PDIC(0)=$S($D(DIC(0)):DIC(0),1:"""") D END^LRDPA S X=DFN,DIC=PDIC,DIC(0)=PDIC(0) K PDIC",,1,,,,
62.4,3,MUMPS,,"I $P(^LAB(62.4,DA,0),U,6)=""SEQN"" S ^LRO(68.2,""AS"",X,DA)=""""","K ^LRO(68.2,""AS"",X,DA)",1,,,,
62.4,5,MUMPS,,"I $P(^LAB(62.4,DA,0),U,4),X=""SEQN"" S ^LRO(68.2,""AS"",$P(^(0),U,4),DA)=""""","I X=""SEQN"" K ^LRO(68.2,""AS"",+$P(^LAB(62.4,DA,0),U,4),DA)",1,,,,
62.4,98,MUMPS,,"S:X ^LAB(62.4,""AE"",DA,X)=""""","K ^LAB(62.4,""AE"",DA)",1,,,,
